Full.Journal.Title	1997	1997_SCIE_SSCI	1998	1998_SCIE_SSCI	1999	1999_SCIE_SSCI	2000	2000_SCIE_SSCI	2001	2001_SCIE_SSCI	2002	2002_SCIE_SSCI	2003	2003_SCIE_SSCI	2004	2004_SCIE_SSCI	2005	2005_SCIE_SSCI	2006	2006_SCIE_SSCI	2007	2007_SCIE_SSCI	2008	2008_SCIE_SSCI	2009	2009_SCIE_SSCI	2010	2010_SCIE_SSCI	2011	2011_SCIE_SSCI	2012	2012_SCIE_SSCI	2013	2013_SCIE_SSCI	2014	2014_SCIE_SSCI	2015	2015_SCIE_SSCI	2016	2016_SCIE_SSCI	2017	2017_SCIE_SSCI
journal of toxicology-clinical toxicology	NA	665	NA	843	NA	981	NA	1052	NA	1019	NA	1173	NA	1362	NA	1471	NA	1629	NA	1416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ices journal of marine science	NA	461	NA	761	NA	970	NA	1295	NA	1466	NA	2019	NA	2375	NA	2441	NA	3053	NA	3233	NA	3857	NA	4353	NA	5689	NA	5547	NA	6408	NA	6932	NA	7533	NA	8113	NA	8995	NA	9490	9838	9838
biology of the neonate	NA	1404	NA	1474	NA	1395	NA	1606	NA	1498	NA	1733	NA	1588	NA	1620	NA	1861	NA	1894	NA	1857	NA	1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of biomechanical engineering-transactions of the asme	NA	1419	NA	1708	NA	1802	NA	1733	NA	2507	NA	2398	NA	2817	NA	2972	NA	3378	NA	3646	NA	4111	NA	4849	NA	5258	NA	5184	NA	5580	NA	5823	NA	6309	NA	6639	NA	6454	NA	7293	7724	7724
animal reproduction science	NA	954	NA	1207	NA	1311	NA	1538	NA	1405	NA	1888	NA	1976	NA	2083	NA	2767	NA	2949	NA	3198	NA	3991	NA	4274	NA	5045	NA	5284	NA	5803	NA	5717	NA	5912	NA	6119	NA	6497	7186	7186
monographs of the society for research in child development	NA	1020	NA	1025	NA	1148	NA	1095	NA	1107	NA	1116	NA	1182	NA	1249	NA	1051	NA	1204	NA	1403	NA	1378	NA	1554	NA	1560	NA	1614	NA	1624	NA	1775	NA	1922	NA	1861	NA	2043	2344	2344
international review of psychiatry	NA	267	NA	291	NA	321	NA	331	NA	315	NA	312	NA	337	NA	431	NA	510	NA	592	NA	796	NA	979	NA	1117	NA	1221	NA	1405	NA	1534	NA	1624	NA	1895	NA	2067	NA	2246	2549	2549
journal of differential geometry	NA	1449	NA	1701	NA	1665	NA	1688	NA	1765	NA	1831	NA	1821	NA	1895	NA	1897	NA	2123	NA	2157	NA	2543	NA	3089	NA	2705	NA	2744	NA	3033	NA	3141	NA	3462	NA	3745	NA	3899	4148	4148
reviews in mathematical physics	NA	221	NA	243	NA	310	NA	421	NA	427	NA	457	NA	393	NA	507	NA	504	NA	503	NA	603	NA	566	NA	690	NA	655	NA	589	NA	676	NA	670	NA	742	NA	822	NA	832	859	859
worlds poultry science journal	NA	314	NA	386	NA	425	NA	408	NA	380	NA	537	NA	527	NA	509	NA	706	NA	659	NA	765	NA	968	NA	1096	NA	1203	NA	1327	NA	1320	NA	1342	NA	1412	NA	1443	NA	1583	1939	1939
holzforschung	NA	1214	NA	1228	NA	1339	NA	1500	NA	1590	NA	1601	NA	1586	NA	1807	NA	1784	NA	1903	NA	1854	NA	2369	NA	2302	NA	2506	NA	3075	NA	3941	NA	3951	NA	3645	NA	3903	NA	4102	4282	4282
journal of the american psychoanalytic association	NA	793	NA	1017	NA	857	NA	931	NA	803	NA	880	NA	1010	NA	952	NA	865	NA	1056	NA	1131	NA	941	NA	1115	NA	850	NA	1047	NA	937	NA	953	NA	825	NA	976	NA	861	1254	1254
advances in water resources	NA	296	NA	429	NA	524	NA	466	NA	638	NA	866	NA	975	NA	1198	NA	1620	NA	1946	NA	2382	NA	2918	NA	3674	NA	3907	NA	4389	NA	5285	NA	6571	NA	6998	NA	8156	NA	9085	10138	10138
european journal of pediatrics	NA	3298	NA	3539	NA	3878	NA	4050	NA	4269	NA	4179	NA	4310	NA	4328	NA	4478	NA	4496	NA	4508	NA	5436	NA	5228	NA	5600	NA	5799	NA	6046	NA	6161	NA	6298	NA	6464	NA	6876	7383	7383
geomorphology	NA	459	NA	504	NA	766	NA	870	NA	1040	NA	1478	NA	1736	NA	2136	NA	2551	NA	3268	NA	4306	NA	5566	NA	6599	NA	7713	NA	8454	NA	10466	NA	11912	NA	13632	NA	15494	NA	17660	20662	20662
journal of comparative pathology	NA	1306	NA	1377	NA	1412	NA	1589	NA	1676	NA	1770	NA	1684	NA	1799	NA	1811	NA	1947	NA	2096	NA	2324	NA	2639	NA	2505	NA	2756	NA	2818	NA	2798	NA	2676	NA	2862	NA	2814	2968	2968
operations research	NA	3557	NA	3168	NA	4007	NA	3780	NA	3608	NA	3994	NA	3848	NA	4359	NA	4570	NA	5124	NA	6135	NA	7490	NA	9661	NA	8250	NA	7536	NA	8311	NA	9178	NA	9909	NA	10200	NA	11998	12552	12552
inquiry-the journal of health care organization provision and financing	NA	497	NA	510	NA	534	NA	520	NA	531	NA	524	NA	471	NA	474	NA	510	NA	526	NA	409	NA	469	NA	465	NA	421	NA	407	NA	461	NA	335	443	443	399	399	377	377	510	510
weed science	NA	2408	NA	2068	NA	2283	NA	2677	NA	1473	NA	3923	NA	3375	NA	3451	NA	3532	NA	4044	NA	3631	NA	3968	NA	4074	NA	3633	NA	4075	NA	4523	NA	4192	NA	4236	NA	4569	NA	4919	5270	5270
addictive behaviors	NA	1436	NA	1714	NA	1901	NA	2005	NA	2078	NA	2258	NA	2432	NA	2942	NA	3262	NA	3829	NA	4527	NA	5389	NA	5936	NA	6220	NA	6416	NA	7365	NA	8070	NA	9199	NA	9839	NA	10853	11373	11373
boreas	NA	702	NA	743	NA	952	NA	901	NA	1033	NA	902	NA	888	NA	903	NA	1069	NA	1132	NA	1208	NA	1360	NA	1634	NA	1743	NA	1611	NA	1944	NA	2008	NA	2204	NA	2342	NA	2478	2633	2633
ieee journal of solid-state circuits	NA	2744	NA	3440	NA	3700	NA	4045	NA	4128	NA	4644	NA	5720	NA	6007	NA	6803	NA	7148	NA	7767	NA	13137	NA	13567	NA	12997	NA	12403	NA	12574	NA	13306	NA	13775	NA	13917	NA	17966	18935	18935
letters in mathematical physics	NA	1126	NA	1191	NA	1160	NA	1297	NA	1274	NA	1278	NA	1184	NA	1272	NA	1398	NA	1263	NA	1413	NA	1377	NA	1764	NA	1626	NA	1598	NA	1824	NA	1920	NA	1977	NA	2133	NA	2143	2360	2360
paraplegia	NA	1396	NA	1374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
applied & preventive psychology	NA	60	NA	143	NA	207	NA	243	NA	240	NA	261	NA	260	NA	262	NA	260	NA	237	NA	217	NA	241	NA	276	NA	291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
heterocycles	NA	3910	NA	3969	NA	4331	NA	4485	NA	4569	NA	4736	NA	4975	NA	5222	NA	5473	NA	5307	NA	5725	NA	5494	NA	6267	NA	5807	NA	6105	NA	5766	NA	5514	NA	5697	NA	5323	NA	4988	5017	5017
international journal of the addictions	NA	1372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
metallurgical and materials transactions a-physical metallurgy and materials science	NA	1109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9804	NA	9938	NA	9762	NA	10265	NA	11110	NA	11338	NA	12494	NA	13586	NA	13430	NA	15337	NA	17131	NA	19262	NA	20111	NA	22989	25699	25699
applied animal behaviour science	NA	1465	NA	1781	NA	1667	NA	1962	NA	2301	NA	2323	NA	2627	NA	2622	NA	3213	NA	3327	NA	4317	NA	5252	NA	5169	NA	4863	NA	5753	NA	5989	NA	6323	NA	6948	NA	7369	NA	7760	8022	8022
arctic and alpine research	NA	940	NA	961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
regulatory toxicology and pharmacology	NA	644	NA	769	NA	862	NA	976	NA	1007	NA	1174	NA	1097	NA	1147	NA	1080	NA	1383	NA	1641	NA	2045	NA	2112	NA	2704	NA	2896	NA	3410	NA	3575	NA	3922	NA	4278	NA	4765	5826	5826
bioscience biotechnology and biochemistry	NA	2856	NA	3519	NA	3865	NA	4239	NA	4609	NA	5200	NA	5381	NA	5557	NA	6241	NA	6771	NA	7319	NA	8176	NA	8889	NA	9694	NA	10011	NA	10782	NA	10974	NA	10866	NA	11319	NA	11296	12136	12136
economic history review	NA	440	NA	545	NA	400	NA	459	NA	372	NA	323	NA	323	NA	563	NA	460	NA	460	NA	549	NA	581	NA	798	NA	870	NA	903	NA	924	NA	1056	NA	942	NA	1132	NA	1259	1604	1604
journal of child neurology	NA	978	NA	1053	NA	1337	NA	1459	NA	1816	NA	1994	NA	2113	NA	2426	NA	2581	NA	2852	NA	2977	NA	3471	NA	4105	NA	4818	NA	4762	NA	4517	NA	5164	NA	5035	NA	5236	NA	5571	6006	6006
journal of fish biology	NA	4174	NA	5159	NA	5602	NA	5428	NA	5826	NA	6314	NA	7062	NA	7042	NA	7574	NA	8414	NA	9506	NA	9983	NA	10387	NA	10719	NA	12065	NA	12323	NA	12384	NA	12230	NA	12496	NA	13560	13693	13693
journal of oral pathology & medicine	NA	1621	NA	1793	NA	1711	NA	1867	NA	1997	NA	2201	NA	1969	NA	2401	NA	2406	NA	2348	NA	2644	NA	2849	NA	3198	NA	3264	NA	3386	NA	3597	NA	3710	NA	3649	NA	3829	NA	4372	4539	4539
pediatric neurology	NA	1154	NA	1281	NA	1555	NA	1552	NA	1768	NA	1966	NA	1999	NA	2226	NA	2403	NA	2686	NA	2613	NA	3135	NA	3396	NA	3567	NA	3457	NA	3729	NA	3935	NA	3900	NA	4391	NA	4799	5337	5337
symbiosis	NA	385	NA	391	NA	456	NA	461	NA	517	NA	475	NA	458	NA	494	NA	524	NA	539	NA	504	NA	577	NA	737	NA	826	NA	773	NA	860	NA	825	NA	1013	NA	939	NA	1106	1138	1138
urban geography	NA	266	NA	324	NA	368	NA	377	NA	397	NA	479	NA	459	NA	428	NA	442	NA	521	NA	495	NA	526	NA	689	NA	637	NA	729	NA	932	NA	923	NA	1047	NA	1171	NA	1348	1966	1966
annales scientifiques de l ecole normale superieure	NA	707	NA	878	NA	854	NA	994	NA	1001	NA	974	NA	1027	NA	1098	NA	1062	NA	1054	NA	1167	NA	1446	NA	1747	NA	1586	NA	1554	NA	1653	NA	1739	NA	1852	NA	2032	NA	2190	2381	2381
ecoscience	NA	162	NA	299	NA	391	NA	587	NA	693	NA	840	NA	960	NA	1029	NA	1199	NA	1260	NA	1250	NA	1481	NA	1453	NA	1605	NA	1523	NA	1645	NA	1743	NA	1605	NA	1560	NA	1697	1713	1713
pigment cell research	NA	447	NA	614	NA	648	NA	816	NA	897	NA	967	NA	1319	NA	1382	NA	1361	NA	1668	NA	1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tectonophysics	NA	6550	NA	6932	NA	8324	NA	8066	NA	9261	NA	9091	NA	10653	NA	10915	NA	11994	NA	11841	NA	12310	NA	12762	NA	19125	NA	16850	NA	15479	NA	17827	NA	21180	NA	21586	NA	22263	NA	23966	26090	26090
journal of tropical medicine and hygiene	NA	671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
investigative radiology	NA	2911	NA	2699	NA	3128	NA	2798	NA	3028	NA	2957	NA	2986	NA	3011	NA	3374	NA	3635	NA	3906	NA	4682	NA	4866	NA	5090	NA	5097	NA	5353	NA	5273	NA	5463	NA	6024	NA	5925	6486	6486
european journal of anaesthesiology	NA	584	NA	641	NA	764	NA	874	NA	918	NA	1134	NA	1206	NA	1158	NA	1382	NA	1457	NA	1596	NA	1871	NA	2203	NA	2347	NA	2556	NA	2714	NA	2861	NA	2849	NA	3181	NA	3907	4103	4103
journal of mathematical biology	NA	778	NA	922	NA	930	NA	1069	NA	1003	NA	1219	NA	1377	NA	1616	NA	1774	NA	2090	NA	2289	NA	2641	NA	2929	NA	3111	NA	3134	NA	3618	NA	3698	NA	3805	NA	3950	NA	4399	4573	4573
skin pharmacology	NA	379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sociology of health & illness	NA	333	NA	430	NA	622	NA	708	NA	801	NA	737	NA	1210	NA	1018	NA	1132	NA	1283	NA	1340	NA	1757	NA	1904	NA	1974	NA	2189	NA	2381	NA	2683	NA	2837	NA	3166	NA	3522	3952	3952
clinical drug investigation	NA	225	NA	283	NA	341	NA	484	NA	549	NA	604	NA	603	NA	619	NA	580	NA	581	NA	595	NA	805	NA	880	NA	951	NA	1055	NA	1180	NA	1178	NA	1406	NA	1509	NA	1629	1833	1833
current problems in cardiology	NA	197	NA	231	NA	201	NA	244	NA	171	NA	210	NA	166	NA	199	NA	231	NA	271	NA	270	NA	360	NA	378	NA	413	NA	369	NA	386	NA	438	NA	465	NA	431	NA	468	569	569
journal of the european ceramic society	NA	897	NA	1036	NA	1587	NA	2139	NA	2408	NA	3482	NA	3820	NA	5243	NA	6163	NA	7206	NA	9042	NA	10507	NA	11930	NA	12632	NA	12858	NA	14762	NA	15041	NA	18042	NA	18943	NA	20817	22555	22555
planetary and space science	NA	2965	NA	3116	NA	3098	NA	3086	NA	3198	NA	3402	NA	3483	NA	3642	NA	3574	NA	3561	NA	4387	NA	4701	NA	5125	NA	5415	NA	5527	NA	6073	NA	5529	NA	6007	NA	6840	NA	6614	6882	6882
regulated rivers-research & management	NA	186	NA	278	NA	602	NA	652	NA	727	NA	1012	NA	851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
theochem-journal of molecular structure	NA	2885	NA	3353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
accounting review	NA	492	NA	556	NA	693	NA	664	NA	853	NA	956	NA	1132	NA	977	NA	1256	NA	1713	NA	1653	NA	2648	NA	3278	NA	3569	NA	4026	NA	3969	NA	4639	NA	4924	NA	6059	NA	7941	9386	9386
australian journal of chemistry	NA	4025	NA	4036	NA	3923	NA	3711	NA	3702	NA	3623	NA	3827	NA	4218	NA	4305	NA	4566	NA	4764	NA	4752	NA	5409	NA	5267	NA	5762	NA	5586	NA	5575	NA	5689	NA	5651	NA	5326	5406	5406
scandinavian journal of clinical & laboratory investigation	NA	3363	NA	3525	NA	3359	NA	3308	NA	3220	NA	2934	NA	2775	NA	2793	NA	2648	NA	2508	NA	2494	NA	2632	NA	2614	NA	2958	NA	2896	NA	3098	NA	3254	NA	3265	NA	3246	NA	3300	3413	3413
scanning	NA	401	NA	485	NA	478	NA	482	NA	524	NA	549	NA	610	NA	606	NA	579	NA	615	NA	550	NA	565	NA	608	NA	709	NA	699	NA	815	NA	913	NA	1014	NA	964	NA	1071	1057	1057
work and occupations	NA	263	NA	290	NA	341	NA	363	NA	310	NA	466	NA	362	NA	446	NA	415	NA	467	NA	505	NA	598	NA	725	NA	660	NA	629	NA	712	NA	802	NA	754	NA	908	NA	966	1260	1260
clinical autonomic research	NA	296	NA	341	NA	420	NA	430	NA	431	NA	485	NA	585	NA	582	NA	619	NA	717	NA	707	NA	914	NA	1009	NA	965	NA	1010	NA	1086	NA	1188	NA	1223	NA	1253	NA	1333	1493	1493
communications on pure and applied mathematics	NA	2579	NA	2973	NA	3149	NA	3462	NA	3315	NA	3615	NA	3812	NA	3858	NA	3900	NA	4407	NA	4820	NA	5522	NA	6224	NA	6028	NA	5979	NA	6536	NA	6904	NA	7280	NA	7957	NA	8686	9126	9126
animal welfare	NA	127	NA	188	NA	181	NA	226	NA	293	NA	294	NA	413	NA	444	NA	583	NA	592	NA	848	NA	848	NA	1040	NA	939	NA	1155	NA	1248	NA	1385	NA	1586	NA	1519	NA	1767	1950	1950
immunology and cell biology	NA	546	NA	870	NA	1016	NA	1103	NA	1317	NA	1325	NA	1438	NA	1601	NA	1666	NA	1827	NA	1984	NA	2395	NA	2555	NA	2768	NA	3065	NA	3482	NA	3800	NA	3818	NA	4333	NA	4865	5385	5385
psychotherapy research	NA	141	NA	174	NA	298	NA	266	NA	300	NA	513	NA	340	NA	394	NA	499	NA	588	NA	709	NA	658	NA	882	NA	946	NA	1077	NA	1121	NA	1298	NA	1604	NA	1861	NA	2081	2519	2519
stochastic hydrology and hydraulics	NA	118	NA	89	NA	90	NA	96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
birth-issues in perinatal care	NA	373	NA	404	NA	398	NA	471	NA	502	NA	597	NA	615	NA	674	NA	768	NA	978	NA	1059	NA	1148	NA	1177	NA	1401	NA	1396	NA	1706	NA	1744	NA	1796	NA	1921	NA	2081	2250	2250
clinical neuropsychologist	NA	234	NA	296	NA	589	NA	731	NA	675	NA	774	NA	1014	NA	1100	NA	1130	NA	1216	NA	1393	NA	1375	NA	1671	NA	1765	NA	1816	NA	2024	NA	2258	NA	2425	NA	2379	NA	2523	2954	2954
journal of endodontics	NA	1865	NA	1886	NA	2146	NA	2150	NA	2166	NA	2969	NA	3076	NA	3452	NA	4210	NA	4917	NA	6098	NA	7056	NA	7898	NA	9285	NA	8870	NA	9099	NA	9977	NA	12013	NA	12519	NA	13456	16585	16585
psychologische rundschau	NA	102	NA	127	NA	122	NA	105	NA	109	NA	98	NA	115	NA	98	NA	127	NA	145	NA	151	NA	180	NA	170	NA	169	NA	180	NA	167	NA	207	NA	202	NA	195	NA	215	221	221
system dynamics review	NA	105	NA	60	NA	150	NA	147	NA	125	NA	138	NA	140	NA	188	NA	185	NA	322	NA	337	NA	486	NA	480	NA	543	NA	513	NA	714	NA	536	NA	656	NA	778	NA	940	1123	1123
archives of clinical neuropsychology	NA	358	NA	409	NA	431	NA	558	NA	505	NA	714	NA	714	NA	963	NA	991	NA	1379	NA	1534	NA	1776	NA	2101	NA	2228	NA	2331	NA	2666	NA	2935	NA	3049	NA	3222	NA	3662	4125	4125
journal of monetary economics	NA	1614	NA	1860	NA	1883	NA	1869	NA	1939	NA	2096	NA	2253	NA	2386	NA	2670	NA	2901	NA	3246	NA	4244	NA	4613	NA	4822	NA	5218	NA	4930	NA	5402	NA	5541	NA	5920	NA	6626	7416	7416
neuropeptides	NA	1325	NA	1375	NA	1344	NA	1245	NA	1282	NA	1219	NA	1323	NA	1334	NA	1401	NA	1491	NA	1574	NA	1521	NA	1426	NA	1563	NA	1539	NA	1520	NA	1723	NA	1730	NA	1765	NA	1873	2063	2063
nucleosides & nucleotides	NA	1191	NA	1392	NA	1453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
university of pennsylvania journal of international economic law	NA	26	NA	86	NA	50	NA	68	NA	87	NA	91	NA	99	NA	114	NA	71	NA	67	NA	52	NA	75	NA	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
advances in nursing science	NA	533	NA	695	NA	631	NA	690	NA	628	NA	657	NA	598	NA	680	NA	703	NA	826	NA	809	NA	929	NA	963	NA	921	NA	938	NA	873	NA	841	NA	993	NA	983	NA	1031	1236	1236
deep-sea research part ii-topical studies in oceanography	NA	298	NA	638	NA	775	NA	919	NA	1400	NA	1753	NA	1919	NA	2218	NA	3632	NA	3853	NA	4330	NA	4697	NA	5621	NA	5761	NA	7919	NA	7614	NA	7542	NA	8566	NA	9031	NA	8386	10388	10388
international journal of law and psychiatry	NA	333	NA	405	NA	357	NA	420	NA	411	NA	408	NA	393	NA	484	NA	509	NA	563	NA	505	NA	565	NA	804	NA	766	NA	904	NA	918	NA	1019	NA	1244	NA	1273	NA	1625	1681	1681
journal of molecular liquids	NA	484	NA	505	NA	656	NA	601	NA	645	NA	803	NA	939	NA	1162	NA	1310	NA	1604	NA	1608	NA	1771	NA	2131	NA	2454	NA	2682	NA	2774	NA	3594	NA	4563	NA	5876	NA	10049	16597	16597
zeitschrift fur naturforschung c-a journal of biosciences	NA	1930	NA	1849	NA	1867	NA	1949	NA	1862	NA	1890	NA	1935	NA	1852	NA	2092	NA	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
annals of the new york academy of sciences	NA	22151	NA	23421	NA	23627	NA	24484	NA	25593	NA	26720	NA	28144	NA	30122	NA	31034	NA	32944	NA	34259	NA	37539	NA	40422	NA	42619	NA	43725	NA	45376	NA	46347	NA	45541	NA	44076	NA	44545	46160	46160
research in developmental disabilities	NA	265	NA	278	NA	254	NA	280	NA	393	NA	417	NA	425	NA	473	NA	465	NA	567	NA	715	NA	1159	NA	1725	NA	1937	NA	2641	NA	3104	NA	4172	NA	4755	NA	4995	NA	5328	6482	6482
acta neurologica scandinavica	NA	4153	NA	4421	NA	4664	NA	4741	NA	4441	NA	4516	NA	4403	NA	4631	NA	4577	NA	4756	NA	4874	NA	5485	NA	5583	NA	5414	NA	5440	NA	5577	NA	5966	NA	5760	NA	5841	NA	6167	6943	6943
human rights quarterly	NA	179	NA	197	NA	261	NA	153	NA	225	NA	241	NA	187	NA	277	NA	328	NA	271	NA	363	NA	374	NA	624	NA	568	NA	466	NA	703	NA	578	NA	608	NA	773	NA	972	1321	1321
international journal of technology assessment in health care	NA	606	NA	661	NA	722	NA	744	NA	696	NA	798	NA	876	NA	921	NA	897	NA	949	NA	1046	NA	1229	NA	1633	NA	1310	NA	1511	NA	1637	NA	1552	NA	1656	NA	1715	NA	1821	2137	2137
annals of tropical medicine and parasitology	NA	1448	NA	1491	NA	1670	NA	1674	NA	1886	NA	1875	NA	1956	NA	2244	NA	2144	NA	2450	NA	2382	NA	2494	NA	2803	NA	2782	NA	2871	NA	2821	NA	2765	NA	NA	NA	NA	NA	NA	NA	NA
corrosion science	NA	2699	NA	3259	NA	3013	NA	3267	NA	3072	NA	4785	NA	4368	NA	5159	NA	5624	NA	6409	NA	7704	NA	9061	NA	10590	NA	13133	NA	15758	NA	18210	NA	20708	NA	24492	NA	29458	NA	31335	32659	32659
international journal of plasticity	NA	484	NA	636	NA	647	NA	931	NA	965	NA	1290	NA	1569	NA	2175	NA	2408	NA	2763	NA	3211	NA	3594	NA	4179	NA	4826	NA	4864	NA	5276	NA	6866	NA	7364	NA	8723	NA	9796	10827	10827
journal of biomaterials science-polymer edition	NA	494	NA	681	NA	783	NA	907	NA	1027	NA	1331	NA	1541	NA	1657	NA	1913	NA	2067	NA	2331	NA	2618	NA	2981	NA	3251	NA	3116	NA	3248	NA	3287	NA	3795	NA	3618	NA	3714	4228	4228
journal of pediatric psychology	NA	1096	NA	1195	NA	1259	NA	1339	NA	1428	NA	1573	NA	1630	NA	1748	NA	2056	NA	2542	NA	2913	NA	3423	NA	3818	NA	3947	NA	4356	NA	4563	NA	4947	NA	5379	NA	5528	NA	5745	6209	6209
aging and cognition	NA	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
schweizerische mineralogische und petrographische mitteilungen	NA	496	NA	524	NA	706	NA	464	NA	717	NA	630	NA	575	NA	602	NA	632	NA	601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
geological journal	NA	317	NA	297	NA	367	NA	285	NA	447	NA	381	NA	401	NA	446	NA	522	NA	493	NA	534	NA	623	NA	898	NA	879	NA	798	NA	1017	NA	1031	NA	1178	NA	1287	NA	1399	1711	1711
international journal of pharmaceutics	NA	4347	NA	5006	NA	5144	NA	4859	NA	5993	NA	6520	NA	7229	NA	9273	NA	10519	NA	11648	NA	14487	NA	19287	NA	20173	NA	24665	NA	26564	NA	29228	NA	32584	NA	34485	NA	38726	NA	42237	45367	45367
materials research bulletin	NA	3565	NA	3710	NA	4269	NA	4086	NA	4141	NA	4558	NA	4749	NA	5548	NA	5781	NA	6246	NA	7052	NA	7786	NA	8662	NA	9364	NA	9860	NA	11033	NA	12897	NA	15576	NA	16901	NA	17881	20067	20067
journal of functional analysis	NA	2151	NA	2595	NA	2696	NA	2999	NA	3072	NA	3155	NA	3299	NA	3589	NA	3504	NA	4066	NA	4653	NA	5059	NA	5997	NA	6127	NA	5833	NA	6297	NA	6951	NA	7819	NA	8548	NA	8930	9606	9606
medicina clinica	NA	1821	NA	1826	NA	1765	NA	1628	NA	2036	NA	1992	NA	1993	NA	2207	NA	2084	NA	2247	NA	2372	NA	2962	NA	2552	NA	2782	NA	2645	NA	2735	NA	2553	NA	2473	NA	2492	NA	2378	2512	2512
canadian journal of forest research-revue canadienne de recherche forestiere	NA	4445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7262	NA	7743	NA	8483	NA	8792	NA	8609	NA	9619	NA	9520	NA	9768	NA	10026	NA	10043	NA	10798	NA	NA	NA	NA	NA	NA	NA	NA
journal of social policy	NA	236	NA	245	NA	268	NA	299	NA	261	NA	275	NA	317	NA	280	NA	335	NA	343	NA	429	NA	449	NA	580	NA	576	NA	663	NA	641	NA	826	NA	739	NA	844	NA	1174	1349	1349
journal of the science of food and agriculture	NA	4343	NA	4791	NA	5307	NA	5219	NA	5396	NA	5957	NA	6031	NA	6344	NA	6955	NA	7328	NA	8746	NA	9644	NA	10326	NA	10922	NA	12088	NA	12723	NA	13432	NA	14421	NA	15815	NA	17136	19833	19833
perception	NA	1669	NA	1816	NA	2348	NA	2300	NA	2561	NA	2436	NA	2434	NA	2805	NA	3146	NA	3570	NA	3762	NA	4285	NA	4707	NA	4458	NA	4879	NA	4378	NA	4953	NA	5022	NA	4538	NA	4830	5060	5060
tropical medicine and parasitology	NA	671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of endotoxin research	NA	156	NA	267	NA	263	NA	204	NA	268	NA	379	NA	517	NA	649	NA	740	NA	941	NA	1031	NA	1060	NA	939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
